0.00048,3.6,0,0.14
0.00048,3.6,0,0.16
0.00048,4.2,0,0.1
0.00048,4.2,0,0.12
0.00048,4.2,0,0.14
0.00048,4.2,0,0.16
0.00048,4.8,0,0.1
0.00048,4.8,0,0.12
0.00048,4.8,0,0.14
0.00048,4.8,0,0.16
0.00048,4.8,0,0.18
0.00048,5.4,0,0.08
0.00048,5.4,0,0.1
0.00048,5.4,0,0.12
0.00048,5.4,0,0.14
0.00048,5.4,0,0.16
0.00048,5.4,0,0.18
0.00072,3,0,0.08
0.00072,3,0,0.1
0.00072,3,0,0.12
0.00072,3,0,0.14
0.00072,3.6,0,0.04
0.00072,3.6,0,0.06
0.00072,3.6,0,0.08
0.00072,3.6,0,0.1
0.00072,3.6,0,0.12
0.00072,3.6,0,0.14
0.00072,4.2,0,0.02
0.00072,4.2,0,0.04
0.00072,4.2,0,0.06
0.00072,4.2,0,0.08
0.00072,4.2,0,0.1
0.00072,4.2,0,0.12
0.00072,4.2,0,0.14
0.00072,4.8,0,0.02
0.00072,4.8,0,0.04
0.00072,4.8,0,0.06
0.00072,4.8,0,0.08
0.00072,4.8,0,0.1
0.00072,4.8,0,0.12
0.00072,4.8,0,0.14
0.00072,5.4,0,0.04
0.00072,5.4,0,0.06
0.00072,5.4,0,0.08
0.00072,5.4,0,0.1
0.00072,5.4,0,0.12
0.00096,2.4,0,0.06
0.00096,2.4,0,0.08
0.00096,2.4,0,0.1
0.00096,3,0,0.02
0.00096,3,0,0.04
0.00096,3,0,0.06
0.00096,3,0,0.08
0.00096,3,0,0.1
0.00096,3.6,0,0.02
0.00096,3.6,0,0.04
0.00096,3.6,0,0.06
0.00096,3.6,0,0.08
0.00096,3.6,0,0.1
0.00096,4.2,0,0.06
0.00096,4.2,0,0.08
0.0012,2.4,0,0.02
0.0012,2.4,0,0.04
0.0012,2.4,0,0.06
0.0012,2.4,0,0.08
0.0012,3,0,0.04
0.0012,3,0,0.06
0.00144,1.8,0,0.02
0.00144,1.8,0,0.04
0.00144,1.8,0,0.06
0.00144,2.4,0,0.02
0.00144,2.4,0,0.04
0.00168,1.8,0,0.02
0.00168,1.8,0,0.04
