0.00048,3.6,4,0.14
0.00048,3.6,4,0.16
0.00048,3.6,6,0.14
0.00048,3.6,6,0.16
0.00048,3.6,8,0.14
0.00048,3.6,8,0.16
0.00048,3.6,10,0.14
0.00048,3.6,10,0.16
0.00048,3.6,12,0.14
0.00048,3.6,12,0.16
0.00048,3.6,14,0.14
0.00048,3.6,14,0.16
0.00048,3.6,16,0.14
0.00048,3.6,16,0.16
0.00048,3.6,18,0.14
0.00048,3.6,18,0.16
0.00048,4.2,4,0.1
0.00048,4.2,4,0.12
0.00048,4.2,4,0.14
0.00048,4.2,4,0.16
0.00048,4.2,6,0.1
0.00048,4.2,6,0.12
0.00048,4.2,6,0.14
0.00048,4.2,6,0.16
0.00048,4.2,8,0.1
0.00048,4.2,8,0.12
0.00048,4.2,8,0.14
0.00048,4.2,8,0.16
0.00048,4.2,10,0.1
0.00048,4.2,10,0.12
0.00048,4.2,10,0.14
0.00048,4.2,10,0.16
0.00048,4.2,12,0.1
0.00048,4.2,12,0.12
0.00048,4.2,12,0.14
0.00048,4.2,12,0.16
0.00048,4.2,14,0.1
0.00048,4.2,14,0.12
0.00048,4.2,14,0.14
0.00048,4.2,14,0.16
0.00048,4.2,16,0.1
0.00048,4.2,16,0.12
0.00048,4.2,16,0.14
0.00048,4.2,16,0.16
0.00048,4.2,18,0.1
0.00048,4.2,18,0.12
0.00048,4.2,18,0.14
0.00048,4.2,18,0.16
0.00048,4.8,4,0.1
0.00048,4.8,4,0.12
0.00048,4.8,4,0.14
0.00048,4.8,4,0.16
0.00048,4.8,4,0.18
0.00048,4.8,6,0.1
0.00048,4.8,6,0.12
0.00048,4.8,6,0.14
0.00048,4.8,6,0.16
0.00048,4.8,6,0.18
0.00048,4.8,8,0.1
0.00048,4.8,8,0.12
0.00048,4.8,8,0.14
0.00048,4.8,8,0.16
0.00048,4.8,8,0.18
0.00048,4.8,10,0.1
0.00048,4.8,10,0.12
0.00048,4.8,10,0.14
0.00048,4.8,10,0.16
0.00048,4.8,10,0.18
0.00048,4.8,12,0.1
0.00048,4.8,12,0.12
0.00048,4.8,12,0.14
0.00048,4.8,12,0.16
0.00048,4.8,12,0.18
0.00048,4.8,14,0.1
0.00048,4.8,14,0.12
0.00048,4.8,14,0.14
0.00048,4.8,14,0.16
0.00048,4.8,14,0.18
0.00048,4.8,16,0.1
0.00048,4.8,16,0.12
0.00048,4.8,16,0.14
0.00048,4.8,16,0.16
0.00048,4.8,16,0.18
0.00048,4.8,18,0.1
0.00048,4.8,18,0.12
0.00048,4.8,18,0.14
0.00048,4.8,18,0.16
0.00048,4.8,18,0.18
0.00048,5.4,4,0.08
0.00048,5.4,4,0.1
0.00048,5.4,4,0.12
0.00048,5.4,4,0.14
0.00048,5.4,4,0.16
0.00048,5.4,4,0.18
0.00048,5.4,6,0.08
0.00048,5.4,6,0.1
0.00048,5.4,6,0.12
0.00048,5.4,6,0.14
0.00048,5.4,6,0.16
0.00048,5.4,6,0.18
0.00048,5.4,8,0.08
0.00048,5.4,8,0.1
0.00048,5.4,8,0.12
0.00048,5.4,8,0.14
0.00048,5.4,8,0.16
0.00048,5.4,8,0.18
0.00048,5.4,10,0.08
0.00048,5.4,10,0.1
0.00048,5.4,10,0.12
0.00048,5.4,10,0.14
0.00048,5.4,10,0.16
0.00048,5.4,10,0.18
0.00048,5.4,12,0.08
0.00048,5.4,12,0.1
0.00048,5.4,12,0.12
0.00048,5.4,12,0.14
0.00048,5.4,12,0.16
0.00048,5.4,12,0.18
0.00048,5.4,14,0.08
0.00048,5.4,14,0.1
0.00048,5.4,14,0.12
0.00048,5.4,14,0.14
0.00048,5.4,14,0.16
0.00048,5.4,14,0.18
0.00048,5.4,16,0.08
0.00048,5.4,16,0.1
0.00048,5.4,16,0.12
0.00048,5.4,16,0.14
0.00048,5.4,16,0.16
0.00048,5.4,16,0.18
0.00048,5.4,18,0.08
0.00048,5.4,18,0.1
0.00048,5.4,18,0.12
0.00048,5.4,18,0.14
0.00048,5.4,18,0.16
0.00048,5.4,18,0.18
0.00072,3,4,0.08
0.00072,3,4,0.1
0.00072,3,4,0.12
0.00072,3,4,0.14
0.00072,3,6,0.08
0.00072,3,6,0.1
0.00072,3,6,0.12
0.00072,3,6,0.14
0.00072,3,8,0.08
0.00072,3,8,0.1
0.00072,3,8,0.12
0.00072,3,8,0.14
0.00072,3,10,0.08
0.00072,3,10,0.1
0.00072,3,10,0.12
0.00072,3,10,0.14
0.00072,3,12,0.08
0.00072,3,12,0.1
0.00072,3,12,0.12
0.00072,3,12,0.14
0.00072,3,14,0.08
0.00072,3,14,0.1
0.00072,3,14,0.12
0.00072,3,14,0.14
0.00072,3,16,0.08
0.00072,3,16,0.1
0.00072,3,16,0.12
0.00072,3,16,0.14
0.00072,3,18,0.08
0.00072,3,18,0.1
0.00072,3,18,0.12
0.00072,3,18,0.14
0.00072,3.6,4,0.04
0.00072,3.6,4,0.06
0.00072,3.6,4,0.08
0.00072,3.6,4,0.1
0.00072,3.6,4,0.12
0.00072,3.6,4,0.14
0.00072,3.6,6,0.04
0.00072,3.6,6,0.06
0.00072,3.6,6,0.08
0.00072,3.6,6,0.1
0.00072,3.6,6,0.12
0.00072,3.6,6,0.14
0.00072,3.6,8,0.04
0.00072,3.6,8,0.06
0.00072,3.6,8,0.08
0.00072,3.6,8,0.1
0.00072,3.6,8,0.12
0.00072,3.6,8,0.14
0.00072,3.6,10,0.04
0.00072,3.6,10,0.06
0.00072,3.6,10,0.08
0.00072,3.6,10,0.1
0.00072,3.6,10,0.12
0.00072,3.6,10,0.14
0.00072,3.6,12,0.04
0.00072,3.6,12,0.06
0.00072,3.6,12,0.08
0.00072,3.6,12,0.1
0.00072,3.6,12,0.12
0.00072,3.6,12,0.14
0.00072,3.6,14,0.04
0.00072,3.6,14,0.06
0.00072,3.6,14,0.08
0.00072,3.6,14,0.1
0.00072,3.6,14,0.12
0.00072,3.6,14,0.14
0.00072,3.6,16,0.04
0.00072,3.6,16,0.06
0.00072,3.6,16,0.08
0.00072,3.6,16,0.1
0.00072,3.6,16,0.12
0.00072,3.6,16,0.14
0.00072,3.6,18,0.04
0.00072,3.6,18,0.06
0.00072,3.6,18,0.08
0.00072,3.6,18,0.1
0.00072,3.6,18,0.12
0.00072,3.6,18,0.14
0.00072,4.2,4,0.02
0.00072,4.2,4,0.04
0.00072,4.2,4,0.06
0.00072,4.2,4,0.08
0.00072,4.2,4,0.1
0.00072,4.2,4,0.12
0.00072,4.2,4,0.14
0.00072,4.2,6,0.02
0.00072,4.2,6,0.04
0.00072,4.2,6,0.06
0.00072,4.2,6,0.08
0.00072,4.2,6,0.1
0.00072,4.2,6,0.12
0.00072,4.2,6,0.14
0.00072,4.2,8,0.02
0.00072,4.2,8,0.04
0.00072,4.2,8,0.06
0.00072,4.2,8,0.08
0.00072,4.2,8,0.1
0.00072,4.2,8,0.12
0.00072,4.2,8,0.14
0.00072,4.2,10,0.02
0.00072,4.2,10,0.04
0.00072,4.2,10,0.06
0.00072,4.2,10,0.08
0.00072,4.2,10,0.1
0.00072,4.2,10,0.12
0.00072,4.2,10,0.14
0.00072,4.2,12,0.02
0.00072,4.2,12,0.04
0.00072,4.2,12,0.06
0.00072,4.2,12,0.08
0.00072,4.2,12,0.1
0.00072,4.2,12,0.12
0.00072,4.2,12,0.14
0.00072,4.2,14,0.02
0.00072,4.2,14,0.04
0.00072,4.2,14,0.06
0.00072,4.2,14,0.08
0.00072,4.2,14,0.1
0.00072,4.2,14,0.12
0.00072,4.2,14,0.14
0.00072,4.2,16,0.02
0.00072,4.2,16,0.04
0.00072,4.2,16,0.06
0.00072,4.2,16,0.08
0.00072,4.2,16,0.1
0.00072,4.2,16,0.12
0.00072,4.2,16,0.14
0.00072,4.2,18,0.02
0.00072,4.2,18,0.04
0.00072,4.2,18,0.06
0.00072,4.2,18,0.08
0.00072,4.2,18,0.1
0.00072,4.2,18,0.12
0.00072,4.2,18,0.14
0.00072,4.8,4,0.02
0.00072,4.8,4,0.04
0.00072,4.8,4,0.06
0.00072,4.8,4,0.08
0.00072,4.8,4,0.1
0.00072,4.8,4,0.12
0.00072,4.8,4,0.14
0.00072,4.8,6,0.02
0.00072,4.8,6,0.04
0.00072,4.8,6,0.06
0.00072,4.8,6,0.08
0.00072,4.8,6,0.1
0.00072,4.8,6,0.12
0.00072,4.8,6,0.14
0.00072,4.8,8,0.02
0.00072,4.8,8,0.04
0.00072,4.8,8,0.06
0.00072,4.8,8,0.08
0.00072,4.8,8,0.1
0.00072,4.8,8,0.12
0.00072,4.8,8,0.14
0.00072,4.8,10,0.02
0.00072,4.8,10,0.04
0.00072,4.8,10,0.06
0.00072,4.8,10,0.08
0.00072,4.8,10,0.1
0.00072,4.8,10,0.12
0.00072,4.8,10,0.14
0.00072,4.8,12,0.02
0.00072,4.8,12,0.04
0.00072,4.8,12,0.06
0.00072,4.8,12,0.08
0.00072,4.8,12,0.1
0.00072,4.8,12,0.12
0.00072,4.8,12,0.14
0.00072,4.8,14,0.02
0.00072,4.8,14,0.04
0.00072,4.8,14,0.06
0.00072,4.8,14,0.08
0.00072,4.8,14,0.1
0.00072,4.8,14,0.12
0.00072,4.8,14,0.14
0.00072,4.8,16,0.02
0.00072,4.8,16,0.04
0.00072,4.8,16,0.06
0.00072,4.8,16,0.08
0.00072,4.8,16,0.1
0.00072,4.8,16,0.12
0.00072,4.8,16,0.14
0.00072,4.8,18,0.02
0.00072,4.8,18,0.04
0.00072,4.8,18,0.06
0.00072,4.8,18,0.08
0.00072,4.8,18,0.1
0.00072,4.8,18,0.12
0.00072,4.8,18,0.14
0.00072,5.4,4,0.04
0.00072,5.4,4,0.06
0.00072,5.4,4,0.08
0.00072,5.4,4,0.1
0.00072,5.4,4,0.12
0.00072,5.4,6,0.04
0.00072,5.4,6,0.06
0.00072,5.4,6,0.08
0.00072,5.4,6,0.1
0.00072,5.4,6,0.12
0.00072,5.4,8,0.04
0.00072,5.4,8,0.06
0.00072,5.4,8,0.08
0.00072,5.4,8,0.1
0.00072,5.4,8,0.12
0.00072,5.4,10,0.04
0.00072,5.4,10,0.06
0.00072,5.4,10,0.08
0.00072,5.4,10,0.1
0.00072,5.4,10,0.12
0.00072,5.4,12,0.04
0.00072,5.4,12,0.06
0.00072,5.4,12,0.08
0.00072,5.4,12,0.1
0.00072,5.4,12,0.12
0.00072,5.4,14,0.04
0.00072,5.4,14,0.06
0.00072,5.4,14,0.08
0.00072,5.4,14,0.1
0.00072,5.4,14,0.12
0.00072,5.4,16,0.04
0.00072,5.4,16,0.06
0.00072,5.4,16,0.08
0.00072,5.4,16,0.1
